model,landscape,climate,disturbances,replication,diversity,scenario,cv_temporal_agb,cv_temporal_bt
ILAND,dischma,historic,no,12,low,beta,5.64152260840198,6.330890029420151
ILAND,dischma,historic,no,12,no,prod,5.879727956029603,4.811878809797113
ILAND,dischma,historic,no,13,high,alpha,11.803496655820682,8.552115864843579
ILAND,dischma,historic,no,13,high,beta,13.187916808895606,10.281998548689348
ILAND,dischma,historic,no,13,high_future,alpha,10.010663248102759,7.499034599047364
ILAND,dischma,historic,no,13,high_future,beta,9.201769877108068,9.526790291167877
ILAND,dischma,historic,no,13,low,alpha,6.795363500264825,5.9654263635134015
ILAND,dischma,historic,no,13,low,beta,5.592524683720492,6.384305093904841
ILAND,dischma,historic,no,13,no,prod,5.857813080369921,4.719585614490939
ILAND,dischma,historic,no,14,high,alpha,11.781694263236894,8.489854291324468
ILAND,dischma,historic,no,14,high,beta,13.031414418503712,9.889129703297641
ILAND,dischma,historic,no,14,high_future,alpha,10.06811478057854,7.35889435553833
ILAND,dischma,historic,no,14,high_future,beta,9.561639173540014,10.122259120243877
ILAND,dischma,historic,no,14,low,alpha,6.780330704724127,6.004070282663234
ILAND,dischma,historic,no,14,low,beta,5.601913098539453,6.368005211507111
ILAND,dischma,historic,no,14,no,prod,5.851462517995294,4.73963145071046
ILAND,dischma,historic,no,15,high,alpha,11.69131582951766,8.333269762694023
ILAND,dischma,historic,no,15,high,beta,13.180682589114051,9.942892507272866
ILAND,dischma,historic,no,15,high_future,alpha,10.038035492559791,7.427611438473194
ILAND,dischma,historic,no,15,high_future,beta,9.303586984405104,9.420310220909402
ILAND,dischma,historic,no,15,low,alpha,6.833326738403102,6.037316054943594
ILAND,dischma,historic,no,15,low,beta,5.640865624683866,6.383130151198044
ILAND,dischma,historic,no,15,no,prod,5.893964067124592,4.7652637449183475
ILAND,dischma,historic,no,16,high,alpha,11.806740189946614,8.708926656385021
ILAND,dischma,historic,no,16,high,beta,13.111162997532624,10.06833751555005
ILAND,dischma,historic,no,16,high_future,alpha,9.994176902594402,7.44858082115983
ILAND,dischma,historic,no,16,high_future,beta,9.252433933787756,9.681263320309846
ILAND,dischma,historic,no,16,low,alpha,6.795457044244441,6.007406455244109
ILAND,dischma,historic,no,16,low,beta,5.608080118982967,6.446384050269314
ILAND,dischma,historic,no,16,no,prod,5.881731218917076,4.89578613136234
ILAND,dischma,historic,no,17,high,alpha,11.823230777298395,8.588646058991717
ILAND,dischma,historic,no,17,high,beta,13.107686602935756,9.899948345015373
ILAND,dischma,historic,no,17,high_future,alpha,9.957172620831585,7.73272194727023
ILAND,dischma,historic,no,17,high_future,beta,9.348732789046647,9.672302833253353
ILAND,dischma,historic,no,17,low,alpha,6.825923373002057,6.142454409651552
ILAND,dischma,historic,no,17,low,beta,5.637363832311386,6.383356704105586
ILAND,dischma,historic,no,17,no,prod,5.91022730913496,4.720753824172595
ILAND,dischma,historic,no,18,high,alpha,11.722860949373098,8.302945765419327
ILAND,dischma,historic,no,18,high,beta,13.11335561847441,10.14343191322997
ILAND,dischma,historic,no,18,high_future,alpha,10.014234346163116,7.355639483611635
ILAND,dischma,historic,no,18,high_future,beta,9.367788917809234,9.890149808546273
ILAND,dischma,historic,no,18,low,alpha,6.830432049823354,6.103136790477677
ILAND,dischma,historic,no,18,low,beta,5.618707709138585,6.4206898073096905
ILAND,dischma,historic,no,18,no,prod,5.877407138635939,4.799608241520181
ILAND,dischma,historic,no,19,high,alpha,11.742791997090864,8.774139959956532
ILAND,dischma,historic,no,19,high,beta,13.110760408430588,10.106066535844654
ILAND,dischma,historic,no,19,high_future,alpha,9.996662913871738,7.3639196625022105
ILAND,dischma,historic,no,19,high_future,beta,9.424899921246686,10.046909792451192
ILAND,dischma,historic,no,19,low,alpha,6.802807791385365,6.074310306579149
ILAND,dischma,historic,no,19,low,beta,5.65413687416207,6.44889607343554
ILAND,dischma,historic,no,19,no,prod,5.887332146382081,4.722187830733274
ILAND,dischma,historic,no,20,high,alpha,11.817752158275942,8.498323743365258
ILAND,dischma,historic,no,20,high,beta,13.090911643679357,10.058029278255814
ILAND,dischma,historic,no,20,high_future,alpha,10.047878779054953,7.3873418922049225
ILAND,dischma,historic,no,20,high_future,beta,9.33943405371223,9.722435953164146
ILAND,dischma,historic,no,20,low,alpha,6.743304557107377,5.92141919381272
ILAND,dischma,historic,no,20,low,beta,5.638741826447052,6.329177531749404
ILAND,dischma,historic,no,20,no,prod,5.882035286148487,4.66510797177304
ILAND,dischma,RCP45,future,1,high,alpha,24.18601131193187,20.20049144157971
ILAND,dischma,RCP45,future,1,high,beta,27.24701415289,25.344008537367184
ILAND,dischma,RCP45,future,1,high_future,alpha,23.960630630724523,16.852572688960525
ILAND,dischma,RCP45,future,1,high_future,beta,24.798908203569017,20.828931346209146
ILAND,dischma,RCP45,future,1,low,alpha,20.636578184288933,18.651681941256275
ILAND,dischma,RCP45,future,1,low,beta,19.428360962594944,15.768115485571817
ILAND,dischma,RCP45,future,1,no,prod,16.83360938194836,12.262896327704613
ILAND,dischma,RCP45,future,2,high,alpha,24.053207646037933,19.77680054484315
ILAND,dischma,RCP45,future,2,high,beta,27.280327640069018,25.03129062786315
ILAND,dischma,RCP45,future,2,high_future,alpha,23.764279987316947,16.271748029975228
ILAND,dischma,RCP45,future,2,high_future,beta,24.86498096575271,20.343920403837206
ILAND,dischma,RCP45,future,2,low,alpha,20.468519414276415,18.002105939910646
ILAND,dischma,RCP45,future,2,low,beta,18.74405723511598,14.908026908934671
ILAND,dischma,RCP45,future,2,no,prod,16.38601535446115,11.406036287157185
ILAND,dischma,RCP45,future,3,high,alpha,23.87439348352574,19.668123762649824
ILAND,dischma,RCP45,future,3,high,beta,27.341473727559336,25.24805736057759
ILAND,dischma,RCP45,future,3,high_future,alpha,23.75029952008983,16.412139348252325
ILAND,dischma,RCP45,future,3,high_future,beta,24.89829381222603,20.753011578443946
ILAND,dischma,RCP45,future,3,low,alpha,20.108260600969217,17.614029028616166
ILAND,dischma,RCP45,future,3,low,beta,18.96254930596742,15.1396478063056
ILAND,dischma,RCP45,future,3,no,prod,16.670155627301884,11.705943664127094
ILAND,dischma,RCP45,future,4,high,alpha,23.920320384094417,19.810797173848247
ILAND,dischma,RCP45,future,4,high,beta,27.31774279008185,25.17796070763485
ILAND,dischma,RCP45,future,4,high_future,alpha,23.695260559817406,16.300033783317545
ILAND,dischma,RCP45,future,4,high_future,beta,24.907847999042385,20.31969832902904
ILAND,dischma,RCP45,future,4,low,alpha,20.480162718787895,17.80412517814091
ILAND,dischma,RCP45,future,4,low,beta,18.80977313336068,14.970595803457737
ILAND,dischma,RCP45,future,4,no,prod,16.644552769676714,11.750068323387756
ILAND,dischma,RCP45,future,5,high,alpha,23.415300470107354,19.36547033493693
ILAND,dischma,RCP45,future,5,high,beta,26.993956986149666,24.87126236433495
ILAND,dischma,RCP45,future,5,high_future,alpha,23.399633376364147,16.43168427858857
ILAND,dischma,RCP45,future,5,high_future,beta,24.562925767400767,20.449515951651147
ILAND,dischma,RCP45,future,5,low,alpha,20.01245109401521,17.528445653534057
ILAND,dischma,RCP45,future,5,low,beta,18.17543347379088,14.082346958077855
ILAND,dischma,RCP45,future,5,no,prod,15.861305415339233,11.461641640841817
ILAND,dischma,RCP45,future,6,high,alpha,23.982184205654413,20.045627598567393
ILAND,dischma,RCP45,future,6,high,beta,27.041514183466226,25.23252988061586
ILAND,dischma,RCP45,future,6,high_future,alpha,23.803611989948738,16.6451633588
ILAND,dischma,RCP45,future,6,high_future,beta,24.653589813843173,20.522445253413213
ILAND,dischma,RCP45,future,6,low,alpha,20.658582733108023,18.245321032894797
ILAND,dischma,RCP45,future,6,low,beta,18.630629369548917,14.840420600369775
ILAND,dischma,RCP45,future,6,no,prod,16.771167122704263,11.967127390585336
ILAND,dischma,RCP45,future,7,high,alpha,24.020926709469215,19.721894844680676
ILAND,dischma,RCP45,future,7,high,beta,27.071817044420225,24.59123334529453
ILAND,dischma,RCP45,future,7,high_future,alpha,23.679179403940893,16.251083331652673
ILAND,dischma,RCP45,future,7,high_future,beta,24.653229981837814,20.09726218058386
ILAND,dischma,RCP45,future,7,low,alpha,20.47382135354156,18.10491647390833
ILAND,dischma,RCP45,future,7,low,beta,18.74179123126499,14.94856961490261
ILAND,dischma,RCP45,future,7,no,prod,16.93285223250203,12.170681939913326
ILAND,dischma,RCP45,future,8,high,alpha,23.924442491788486,19.807500327569056
ILAND,dischma,RCP45,future,8,high,beta,27.031353313444477,25.127871249078815
ILAND,dischma,RCP45,future,8,high_future,alpha,23.537488323748544,16.14877430558562
ILAND,dischma,RCP45,future,8,high_future,beta,24.755296944599106,20.409988114154274
ILAND,dischma,RCP45,future,8,low,alpha,20.38856307108675,17.924292856037454
ILAND,dischma,RCP45,future,8,low,beta,19.2076714576171,15.20213511044749
ILAND,dischma,RCP45,future,8,no,prod,16.71172556888391,11.884709131553057
ILAND,dischma,RCP45,future,9,high,alpha,24.15857473875362,20.095637033712705
ILAND,dischma,RCP45,future,9,high,beta,26.93097235778776,24.877061179008262
ILAND,dischma,RCP45,future,9,high_future,alpha,23.815318288919723,16.379469262311837
ILAND,dischma,RCP45,future,9,high_future,beta,24.59431793924406,20.14151478340917
ILAND,dischma,RCP45,future,9,low,alpha,20.388306756917423,18.07296209091653
ILAND,dischma,RCP45,future,9,low,beta,18.784802400077332,14.995736300968975
ILAND,dischma,RCP45,future,9,no,prod,16.67970084969835,12.28611610985651
ILAND,dischma,RCP45,future,10,high,alpha,23.54185767181192,19.533205328124453
ILAND,dischma,RCP45,future,10,high,beta,26.836035465802542,24.296147095345656
ILAND,dischma,RCP45,future,10,high_future,alpha,23.280780738904618,16.053999546974193
ILAND,dischma,RCP45,future,10,high_future,beta,24.57664782755951,20.082386740759596
ILAND,dischma,RCP45,future,10,low,alpha,19.952861361138442,17.254075517768968
ILAND,dischma,RCP45,future,10,low,beta,18.35060432145424,14.723380035675174
ILAND,dischma,RCP45,future,10,no,prod,16.194288448827614,11.548428436277185
ILAND,dischma,RCP45,future,11,high,alpha,23.96453368176302,19.69780688175938
ILAND,dischma,RCP45,future,11,high,beta,27.023735306949465,24.9300479455096
ILAND,dischma,RCP45,future,11,high_future,alpha,23.656560085847264,16.216474910174558
ILAND,dischma,RCP45,future,11,high_future,beta,24.6760311409803,20.182439596175843
ILAND,dischma,RCP45,future,11,low,alpha,20.46685583509876,18.259983432792907
ILAND,dischma,RCP45,future,11,low,beta,19.08208281148761,15.345889237371265
ILAND,dischma,RCP45,future,11,no,prod,16.53895142023644,11.864932908397744
ILAND,dischma,RCP45,future,12,high,alpha,23.796502336987164,19.97305929045896
ILAND,dischma,RCP45,future,12,high,beta,26.998907620786415,25.16534051435616
ILAND,dischma,RCP45,future,12,high_future,alpha,23.563884415760207,16.326036721193805
ILAND,dischma,RCP45,future,12,high_future,beta,24.777619274832517,20.615578135683606
ILAND,dischma,RCP45,future,12,low,alpha,20.33875770105538,17.93700343293964
ILAND,dischma,RCP45,future,12,low,beta,18.81136420166998,14.979327646451365
ILAND,dischma,RCP45,future,12,no,prod,16.540128206028413,12.061509095335632
ILAND,dischma,RCP45,future,13,high,alpha,24.579388429530546,20.174982351668767
ILAND,dischma,RCP45,future,13,high,beta,27.367415379120164,25.502920894234276
ILAND,dischma,RCP45,future,13,high_future,alpha,24.28188444206156,17.285011087688407
ILAND,dischma,RCP45,future,13,high_future,beta,24.975728000667953,21.0932132252223
ILAND,dischma,RCP45,future,13,low,alpha,20.9926260485605,18.908293563215967
ILAND,dischma,RCP45,future,13,low,beta,19.31681390899957,15.355777969086581
ILAND,dischma,RCP45,future,13,no,prod,17.101841003402594,12.440063149248308
ILAND,dischma,RCP45,future,14,high,alpha,24.358556902694552,19.811488144825713
ILAND,dischma,RCP45,future,14,high,beta,27.25728755614024,25.159267067465947
ILAND,dischma,RCP45,future,14,high_future,alpha,24.068436802367362,16.782304246611712
ILAND,dischma,RCP45,future,14,high_future,beta,24.78049999032643,20.624995329891068
ILAND,dischma,RCP45,future,14,low,alpha,20.790759017893045,18.799067951703474
ILAND,dischma,RCP45,future,14,low,beta,19.4678697503053,15.873147162326676
ILAND,dischma,RCP45,future,14,no,prod,17.2809646942415,12.42633177915027
ILAND,dischma,RCP45,future,15,high,alpha,24.65185000508564,20.30043785631629
ILAND,dischma,RCP45,future,15,high,beta,27.46284854150966,24.832973855884006
ILAND,dischma,RCP45,future,15,high_future,alpha,24.48837752318171,17.200840085255546
ILAND,dischma,RCP45,future,15,high_future,beta,25.091523372392814,20.689699648772798
ILAND,dischma,RCP45,future,15,low,alpha,21.244191286116372,18.605568495025977
ILAND,dischma,RCP45,future,15,low,beta,19.76936734779381,15.58810407140821
ILAND,dischma,RCP45,future,15,no,prod,16.81497893382553,11.955758041305625
ILAND,dischma,RCP45,future,16,high,alpha,24.613404727181997,20.356759836825088
ILAND,dischma,RCP45,future,16,high,beta,27.691746833811077,25.512124383554408
ILAND,dischma,RCP45,future,16,high_future,alpha,24.474425168816712,17.336312392327038
ILAND,dischma,RCP45,future,16,high_future,beta,25.070888943577792,20.61551228971716
ILAND,dischma,RCP45,future,16,low,alpha,21.485632854159928,19.30694915576048
ILAND,dischma,RCP45,future,16,low,beta,19.982891630577946,16.562842177116348
ILAND,dischma,RCP45,future,16,no,prod,17.783822730954125,13.115731558837753
ILAND,dischma,RCP45,future,17,high,alpha,24.200510582321787,20.22940416635313
ILAND,dischma,RCP45,future,17,high,beta,27.32525797474064,25.402567571174618
ILAND,dischma,RCP45,future,17,high_future,alpha,23.874454573070693,16.871527367081836
ILAND,dischma,RCP45,future,17,high_future,beta,25.075373274310742,20.976824914033013
ILAND,dischma,RCP45,future,17,low,alpha,20.787428413471005,18.283578477953803
ILAND,dischma,RCP45,future,17,low,beta,19.443716051292967,15.779563140205626
ILAND,dischma,RCP45,future,17,no,prod,16.847643144254334,12.653530038619692
ILAND,dischma,RCP45,future,18,high,alpha,23.998621636075168,20.312931828901533
ILAND,dischma,RCP45,future,18,high,beta,26.951944434557184,24.589570744706403
ILAND,dischma,RCP45,future,18,high_future,alpha,23.79601701393074,16.704592949362436
ILAND,dischma,RCP45,future,18,high_future,beta,24.61930707620878,20.38560443905613
ILAND,dischma,RCP45,future,18,low,alpha,20.10997367888391,17.77745329998859
ILAND,dischma,RCP45,future,18,low,beta,18.98353166471837,15.246465837246124
ILAND,dischma,RCP45,future,18,no,prod,16.786312090093144,11.94466008711064
ILAND,dischma,RCP45,future,19,high,alpha,24.743189992195266,20.351175837593328
ILAND,dischma,RCP45,future,19,high,beta,27.574627960873137,25.612818427186596
ILAND,dischma,RCP45,future,19,high_future,alpha,24.295460032879205,16.955906355875843
ILAND,dischma,RCP45,future,19,high_future,beta,25.05504714030159,20.744914121061534
ILAND,dischma,RCP45,future,19,low,alpha,20.999004014487877,18.901280464574533
ILAND,dischma,RCP45,future,19,low,beta,19.651215482112235,15.939906882160656
ILAND,dischma,RCP45,future,19,no,prod,17.462408560303704,12.772531826184785
ILAND,dischma,RCP45,future,20,high,alpha,23.7179229891356,19.552742615023835
ILAND,dischma,RCP45,future,20,high,beta,27.051286946333914,25.0661078709257
ILAND,dischma,RCP45,future,20,high_future,alpha,23.55210456868879,16.391723552526543
ILAND,dischma,RCP45,future,20,high_future,beta,24.820069949423875,21.020344978017782
ILAND,dischma,RCP45,future,20,low,alpha,20.05428458278817,17.909958972887964
ILAND,dischma,RCP45,future,20,low,beta,18.26481911095941,14.704942835189708
ILAND,dischma,RCP45,future,20,no,prod,16.47694208602347,12.008393431809948
ILAND,dischma,RCP45,historic,1,high,alpha,24.558846231195595,19.955859012048652
ILAND,dischma,RCP45,historic,1,high,beta,27.740840698412605,25.368528127535512
ILAND,dischma,RCP45,historic,1,high_future,alpha,24.397399391505044,16.657287459108417
ILAND,dischma,RCP45,historic,1,high_future,beta,25.40584917553017,20.850181557417287
